Ensembl Gene ID	Band
ENSG00000279049	p32.3
ENSG00000225486	q42.2
ENSG00000163472	q22
ENSG00000227883	p33
ENSG00000280316	q22
ENSG00000153898	p22.3
ENSG00000260855	q44
ENSG00000223519	q44
ENSG00000279986	q22
ENSG00000272510	p36.21
ENSG00000237301	p36.21
ENSG00000223393	q42.2
ENSG00000053372	p36.13
ENSG00000279244	p36.33
ENSG00000276975	q21.1
ENSG00000121957	p13.3
ENSG00000235643	p36.22
ENSG00000116771	p36.21
ENSG00000174502	q32.1
ENSG00000223883	p31.2
ENSG00000235446	p31.2
ENSG00000233332	q42.2
ENSG00000229639	p31.1
ENSG00000183780	q42.2
ENSG00000232237	q32.1
ENSG00000116604	q22
ENSG00000023909	p22.1
ENSG00000207108	q25.3
ENSG00000142920	p35.1
ENSG00000229044	p35.2
ENSG00000163263	q21.3
ENSG00000189410	p36.12
ENSG00000228013	q21.3
ENSG00000228264	q21.3
ENSG00000231272	q42.2
ENSG00000232166	q42.2
ENSG00000236244	q42.2
ENSG00000276600	q32.1
ENSG00000236101	q42.2
ENSG00000235299	p13.2
ENSG00000235386	q44
ENSG00000227953	q44
ENSG00000134245	p13.2
ENSG00000278883	q23.3
ENSG00000225183	p32.3
ENSG00000116205	p32.3
ENSG00000236358	q42.2
ENSG00000215846	q23.2
ENSG00000235605	q42.2
ENSG00000223823	p36.33
ENSG00000248642	q23.2
ENSG00000120656	p35.3
ENSG00000134243	p13.3
ENSG00000186207	q21.3
ENSG00000185966	q21.3
ENSG00000163202	q21.3
ENSG00000204481	p36.21
ENSG00000244057	q21.3
ENSG00000131910	p36.11
ENSG00000169509	q21.3
ENSG00000204501	p36.21
ENSG00000179639	q23.2
ENSG00000204160	p36.11
ENSG00000197530	p36.33
ENSG00000279804	p36.21
ENSG00000196188	q32.1
ENSG00000097096	p22.3
ENSG00000206700	p33
ENSG00000281741	p11.2
ENSG00000236723	p32.3
ENSG00000231663	q42.2
ENSG00000168275	q42.2
ENSG00000224338	p36.22
ENSG00000117597	q32.2
ENSG00000187952	p36.12
ENSG00000238015	p31.1
ENSG00000186543	p36.12
ENSG00000132692	q23.1
ENSG00000279054	p32.3
ENSG00000279767	q21.3
ENSG00000169442	p36.11
ENSG00000143643	q42.2
ENSG00000243709	q42.12
ENSG00000132768	p34.1
ENSG00000116406	q25.3
ENSG00000143457	q21.3
ENSG00000198715	q22
ENSG00000227947	p33
ENSG00000143546	q21.3
ENSG00000235054	p36.32
ENSG00000143768	q42.12
ENSG00000281571	q21.1
ENSG00000198483	q21.1
ENSG00000279261	q42.3
ENSG00000248322	q42.12
ENSG00000213032	q42.12
ENSG00000196266	q23.2
ENSG00000143751	q42.12
ENSG00000136643	q32.3
ENSG00000215915	p36.33
ENSG00000224943	q23.2
ENSG00000251686	q23.2
ENSG00000116857	q32.1
ENSG00000196184	q23.2
ENSG00000249197	q23.2
ENSG00000249730	q23.2
ENSG00000228560	q23.2
ENSG00000248442	q23.2
ENSG00000184155	q23.2
ENSG00000231100	q23.2
ENSG00000123080	p32.3
ENSG00000231363	p22.1
ENSG00000271890	q23.2
ENSG00000132703	q23.2
ENSG00000265972	q21.1
ENSG00000158731	q23.2
ENSG00000276632	q23.2
ENSG00000236012	p13.2
ENSG00000232134	q41
ENSG00000224784	q21.3
ENSG00000273483	p13.2
ENSG00000235400	p31.1
ENSG00000280836	p34.1
ENSG00000215788	p36.31
ENSG00000188822	p36.11
ENSG00000232557	p36.11
ENSG00000229106	p36.11
ENSG00000143224	q23.3
ENSG00000235933	p13.1
ENSG00000187980	p36.12
ENSG00000273367	q42.2
ENSG00000228229	p36.21
ENSG00000237700	p36.21
ENSG00000231219	p36.21
ENSG00000182330	p36.21
ENSG00000243710	p34.2
ENSG00000117472	p34.1
ENSG00000224904	p36.22
ENSG00000117834	p33
ENSG00000203325	p35.2
ENSG00000160062	p35.1
ENSG00000281133	p34.1
ENSG00000116685	p36.22
ENSG00000229283	p13.2
ENSG00000227179	p13.2
ENSG00000162543	p36.12
ENSG00000230550	q32.1
ENSG00000158062	p36.11
ENSG00000162618	p31.1
ENSG00000143845	q32.1
ENSG00000116138	p36.21
ENSG00000168528	p35.2
ENSG00000188060	p35.3
ENSG00000224261	q23.2
ENSG00000243480	p21.1
ENSG00000162735	q23.2
ENSG00000143093	p13.3
ENSG00000132718	q22
ENSG00000143155	q24.2
ENSG00000134216	p13.2
ENSG00000261065	q32.1
ENSG00000237049	q24.2
ENSG00000225028	p33
ENSG00000237131	q24.2
ENSG00000269113	p33
ENSG00000143839	q32.1
ENSG00000231349	p22.3
ENSG00000223814	p33
ENSG00000254553	p35.1
ENSG00000153207	q44
ENSG00000230023	p36.11
ENSG00000066136	p34.2
ENSG00000231837	q21.3
ENSG00000214262	q24.2
ENSG00000203864	p13.1
ENSG00000213064	q24.2
ENSG00000162521	p35.1
ENSG00000162621	p31.1
ENSG00000160785	q22
ENSG00000007341	p13.2
ENSG00000225522	q32.1
ENSG00000223764	p36.33
ENSG00000117748	p35.3
ENSG00000170498	q32.1
ENSG00000235449	q32.1
ENSG00000174567	q32.1
ENSG00000186400	q23.1
ENSG00000213172	p34.2
ENSG00000280657	q44
ENSG00000196936	q44
ENSG00000183130	q44
ENSG00000230424	p36.13
ENSG00000162688	p21.2
ENSG00000116661	p36.22
ENSG00000233621	p34.3
ENSG00000279195	p36.21
ENSG00000259030	p31.1
ENSG00000225333	p34.2
ENSG00000281152	p31.3
ENSG00000227169	p36.32
ENSG00000084070	p34.2
ENSG00000232596	p36.32
ENSG00000163874	p34.3
ENSG00000227832	p13.3
ENSG00000215899	p35.2
ENSG00000158850	q23.3
ENSG00000258634	p13.3
ENSG00000134389	q31.3
ENSG00000156150	p13.3
ENSG00000132879	p36.22
ENSG00000116793	p13.2
ENSG00000159377	q21.3
ENSG00000272512	p36.33
ENSG00000226483	p13.3
ENSG00000232341	q24.1
ENSG00000143178	q24.2
ENSG00000237991	q43
ENSG00000232148	q24.1
ENSG00000244020	q43
ENSG00000280924	q32.1
ENSG00000279230	p31.1
ENSG00000143850	q32.1
ENSG00000188092	q21.2
ENSG00000225986	p36.12
ENSG00000227722	q24.2
ENSG00000228697	q24.2
ENSG00000228105	p36.12
ENSG00000215833	q24.2
ENSG00000237658	q24.2
ENSG00000228929	p32.3
ENSG00000231691	q32.1
ENSG00000219133	q32.1
ENSG00000227777	q24.2
ENSG00000163041	q42.12
ENSG00000143748	q42.11
ENSG00000126106	p34.1
ENSG00000031698	p13.3
ENSG00000280226	p36.13
ENSG00000162670	q31.1
ENSG00000215914	p36.33
ENSG00000162636	p13.3
ENSG00000117461	p34.1
ENSG00000224040	q25.3
ENSG00000224690	q21.3
ENSG00000162378	p32.3
ENSG00000157060	q25.3
ENSG00000143387	q21.3
ENSG00000174332	p32.3
ENSG00000143185	q24.2
ENSG00000278967	p31.3
ENSG00000189339	p36.33
ENSG00000143184	q24.2
ENSG00000090020	p36.11
ENSG00000227589	p36.32
ENSG00000232223	q24.1
ENSG00000273110	q21.3
ENSG00000169291	q21.3
ENSG00000229757	q24.2
ENSG00000143196	q24.2
ENSG00000232536	q21.3
ENSG00000117360	q21.2
ENSG00000143469	q32.2
ENSG00000143157	q24.1
ENSG00000225478	p36.13
ENSG00000228606	q23.2
ENSG00000231740	p32.1
ENSG00000234917	p34.2
ENSG00000230228	p36.11
ENSG00000232453	p32.1
ENSG00000158825	p36.12
ENSG00000230068	p36.12
ENSG00000271428	p36.12
ENSG00000272226	p32.1
ENSG00000233910	p34.2
ENSG00000271267	q22
ENSG00000226286	p36.32
ENSG00000232423	p36.21
ENSG00000234807	p32.1
ENSG00000117298	p36.12
ENSG00000162783	q25.3
ENSG00000237292	q25.3
ENSG00000225359	q25.3
ENSG00000226570	q25.3
ENSG00000142611	p36.32
ENSG00000228646	q32.3
ENSG00000225233	q32.3
ENSG00000228255	q32.3
ENSG00000230955	p34.3
ENSG00000179452	q25.3
ENSG00000174574	p34.3
ENSG00000271746	p36.31
ENSG00000092847	p34.3
ENSG00000226499	p34.1
ENSG00000143278	q31.3
ENSG00000260460	q22
ENSG00000235736	q24.2
ENSG00000097021	p36.31
ENSG00000225826	q24.2
ENSG00000229612	q24.2
ENSG00000213063	q24.2
ENSG00000215912	p36.32
ENSG00000203601	q24.2
ENSG00000237848	q32.1
ENSG00000226330	q32.1
ENSG00000117399	p34.2
ENSG00000237707	q24.2
ENSG00000158615	q32.1
ENSG00000117528	p21.3
ENSG00000116198	p36.32
ENSG00000163239	q21.3
ENSG00000184389	p35.1
ENSG00000204084	p34.3
ENSG00000059588	q42.2
ENSG00000198626	q43
ENSG00000223861	q21.3
ENSG00000133056	q32.1
ENSG00000253304	p35.3
ENSG00000264522	q21.2
ENSG00000143367	q21.3
ENSG00000225811	q31.1
ENSG00000237457	q31.1
ENSG00000244619	q21.1
ENSG00000241505	q31.1
ENSG00000213075	q23.3
ENSG00000233431	p36.12
ENSG00000143127	q21.1
ENSG00000116830	p13.1
ENSG00000231296	p34.2
ENSG00000280267	p36.21
ENSG00000084073	p34.2
ENSG00000182866	p35.2
ENSG00000215905	p36.11
ENSG00000179172	p36.21
ENSG00000279457	p36.33
ENSG00000082497	q32.2
ENSG00000273373	p13.3
ENSG00000224800	q21.3
ENSG00000160049	p36.22
ENSG00000229357	q21.3
ENSG00000203706	q32.2
ENSG00000224699	p13.3
ENSG00000231175	q31.1
ENSG00000236025	q31.1
ENSG00000116580	q22
ENSG00000238108	q31.1
ENSG00000272562	q42.12
ENSG00000228020	q31.2
ENSG00000225518	q42.12
ENSG00000261642	q31.2
ENSG00000271187	q31.2
ENSG00000228057	p21.3
ENSG00000270598	q42.12
ENSG00000233882	q31.2
ENSG00000223344	q31.2
ENSG00000228215	q31.2
ENSG00000226128	p21.3
ENSG00000270911	p21.3
ENSG00000234478	q42.12
ENSG00000230718	p21.3
ENSG00000070831	p36.12
ENSG00000232878	p21.3
ENSG00000182827	q42.12
ENSG00000228110	q32.2
ENSG00000233455	q32.2
ENSG00000188641	p21.3
ENSG00000150681	q31.2
ENSG00000273002	q22
ENSG00000270936	q32.2
ENSG00000237763	p21.1
ENSG00000231768	q42.2
ENSG00000223490	p22.1
ENSG00000272405	q23.1
ENSG00000234099	p22.1
ENSG00000235794	p22.1
ENSG00000232752	p22.1
ENSG00000223624	p36.11
ENSG00000226003	q23.3
ENSG00000179178	p34.2
ENSG00000250890	p22.1
ENSG00000169241	q22
ENSG00000117632	p36.11
ENSG00000049089	p34.2
ENSG00000229842	p22.1
ENSG00000196581	p36.32
ENSG00000236689	p22.1
ENSG00000235434	p36.13
ENSG00000178828	p36.13
ENSG00000229486	p31.1
ENSG00000184330	q21.3
ENSG00000132185	q23.3
ENSG00000054392	q32.2
ENSG00000028137	p36.22
ENSG00000162493	p36.21
ENSG00000215796	q44
ENSG00000135747	q44
ENSG00000277462	q44
ENSG00000225171	q24.1
ENSG00000197472	q44
ENSG00000237058	p36.32
ENSG00000235069	p36.11
ENSG00000281825	p34.1
ENSG00000260063	p36.11
ENSG00000271578	p21.2
ENSG00000008128	p36.33
ENSG00000152382	q24.1
ENSG00000157870	p36.32
ENSG00000159023	p35.3
ENSG00000117395	p34.2
ENSG00000229953	q23.1
ENSG00000230404	q42.2
ENSG00000223570	q42.12
ENSG00000225082	q22
ENSG00000226723	q31.2
ENSG00000223503	q22
ENSG00000228830	q42.3
ENSG00000236792	q31.2
ENSG00000232450	p13.2
ENSG00000168264	q42.3
ENSG00000187545	p36.21
ENSG00000185155	q42.12
ENSG00000224939	q42.3
ENSG00000230628	q42.3
ENSG00000226960	p22.1
ENSG00000241475	q42.3
ENSG00000228044	q42.3
ENSG00000253148	q31.2
ENSG00000117242	p36.12
ENSG00000179914	q23.3
ENSG00000232825	p21.3
ENSG00000227034	p21.3
ENSG00000117598	p21.3
ENSG00000187801	p34.2
ENSG00000244038	p36.12
ENSG00000217801	p36.33
ENSG00000227700	q21.2
ENSG00000272362	q42.3
ENSG00000224335	q21.2
ENSG00000227733	q21.2
ENSG00000227630	q42.3
ENSG00000238005	q42.3
ENSG00000226289	q32.2
ENSG00000197721	q32.2
ENSG00000001461	p36.11
ENSG00000229821	q32.1
ENSG00000237520	q42.3
ENSG00000228729	q42.13
ENSG00000163395	q32.1
ENSG00000222046	p35.2
ENSG00000023572	q31.2
ENSG00000242757	q42.13
ENSG00000232864	q42.13
ENSG00000234277	q42.13
ENSG00000258082	q42.3
ENSG00000224834	q42.13
ENSG00000237193	q42.13
ENSG00000278180	q42.13
ENSG00000237469	q42.13
ENSG00000142661	p36.11
ENSG00000236775	q44
ENSG00000228982	q44
ENSG00000253831	q23.1
ENSG00000235827	q42.13
ENSG00000232265	q21.2
ENSG00000229780	q21.3
ENSG00000188295	q44
ENSG00000160714	q21.3
ENSG00000175984	p13.2
ENSG00000260238	q22
ENSG00000232542	p21.3
ENSG00000244703	q32.2
ENSG00000232498	q31.2
ENSG00000236069	q31.2
ENSG00000235748	q31.3
ENSG00000235777	p21.3
ENSG00000280587	q42.3
ENSG00000233018	q42.3
ENSG00000273416	q42.3
ENSG00000117036	q23.1
ENSG00000173726	q42.3
ENSG00000143156	q24.2
ENSG00000279928	p36.33
ENSG00000279850	q21.3
ENSG00000066279	q31.3
ENSG00000226126	p12
ENSG00000162746	q23.3
ENSG00000168679	p13.3
ENSG00000228838	p32.3
ENSG00000227711	q42.13
ENSG00000238256	p13.2
ENSG00000162385	p32.3
ENSG00000272491	p33
ENSG00000081026	p13.2
ENSG00000234441	p21.1
ENSG00000234233	q32.2
ENSG00000230721	p22.3
ENSG00000143473	q32.2
ENSG00000116329	p35.3
ENSG00000223956	p32.2
ENSG00000259834	p13.3
ENSG00000090104	q31.2
ENSG00000241014	p34.3
ENSG00000254685	p31.1
ENSG00000234578	p32.3
ENSG00000163867	p34.3
ENSG00000231072	p13.1
ENSG00000236679	p36.33
ENSG00000232240	p13.2
ENSG00000235912	p35.3
ENSG00000233975	p35.3
ENSG00000217644	p35.1
ENSG00000162630	q31.2
ENSG00000040487	p36.13
ENSG00000181450	q42.13
ENSG00000134371	q31.2
ENSG00000217897	p34.3
ENSG00000226438	p34.3
ENSG00000229332	p32.1
ENSG00000238242	p32.1
ENSG00000273004	q25.3
ENSG00000160783	q22
ENSG00000225934	q42.13
ENSG00000183856	q22
ENSG00000183814	q42.12
ENSG00000261024	q25.3
ENSG00000177272	p13.3
ENSG00000229201	p22.2
ENSG00000270920	q25.3
ENSG00000279401	q25.3
ENSG00000228309	q25.3
ENSG00000221953	q44
ENSG00000226164	q44
ENSG00000235700	q23.1
ENSG00000229961	q23.1
ENSG00000196418	q44
ENSG00000169504	p36.11
ENSG00000261729	q25.3
ENSG00000183291	p22.3
ENSG00000228239	q23.1
ENSG00000271736	q23.1
ENSG00000237189	q23.1
ENSG00000226476	p32.1
ENSG00000279443	p35.3
ENSG00000231252	p31.3
ENSG00000213080	q23.3
ENSG00000173409	q42.2
ENSG00000198892	q32.1
ENSG00000084623	p35.2
ENSG00000197785	p36.33
ENSG00000157193	p32.3
ENSG00000143195	q24.1
ENSG00000127074	q31.2
ENSG00000243781	q43
ENSG00000237250	q43
ENSG00000215812	q42.13
ENSG00000116996	q43
ENSG00000143256	q23.3
ENSG00000224014	q44
ENSG00000215795	q44
ENSG00000259865	q44
ENSG00000270188	q43
ENSG00000232154	q43
ENSG00000117477	q24.2
ENSG00000226133	p33
ENSG00000228504	p21.3
ENSG00000230434	p21.3
ENSG00000237954	p21.3
ENSG00000233907	p21.3
ENSG00000279333	q32.2
ENSG00000224668	q32.2
ENSG00000143110	p13.2
ENSG00000234004	q32.2
ENSG00000225723	q43
ENSG00000227860	q43
ENSG00000230019	q43
ENSG00000273443	p36.33
ENSG00000204464	p36.21
ENSG00000225158	p36.22
ENSG00000215720	p36.21
ENSG00000174876	p21.1
ENSG00000134202	p13.3
ENSG00000158796	q23.3
ENSG00000226167	p13.2
ENSG00000233427	p35.3
ENSG00000188761	p13.2
ENSG00000081692	q42.13
ENSG00000232989	q43
ENSG00000234464	q43
ENSG00000225938	p21.2
ENSG00000270708	q41
ENSG00000215808	q43
ENSG00000215149	q43
ENSG00000170989	p21.2
ENSG00000231877	q43
ENSG00000224783	q43
ENSG00000227854	q43
ENSG00000259776	q43
ENSG00000260940	p21.2
ENSG00000118873	q41
ENSG00000214144	q44
ENSG00000233355	q43
ENSG00000235818	q44
ENSG00000228399	p21.2
ENSG00000236263	q22
ENSG00000173810	p21.2
ENSG00000227671	q44
ENSG00000134262	p13.2
ENSG00000231064	q22
ENSG00000231979	q43
ENSG00000133019	q43
ENSG00000231767	q31.2
ENSG00000228687	q31.2
ENSG00000134253	p13.1
ENSG00000225142	p35.2
ENSG00000085465	p13.2
ENSG00000160766	q22
ENSG00000232347	q44
ENSG00000232077	q31.2
ENSG00000243749	p34.3
ENSG00000197617	q44
ENSG00000122477	p21.2
ENSG00000260021	q32.1
ENSG00000228288	q32.1
ENSG00000232298	p36.11
ENSG00000271741	p34.3
ENSG00000081721	q23.3
ENSG00000162714	q44
ENSG00000226640	q31.2
ENSG00000237011	q31.2
ENSG00000237415	p13.3
ENSG00000001460	p36.11
ENSG00000169418	q21.3
ENSG00000184774	q32.1
ENSG00000223774	q32.1
ENSG00000163431	q32.1
ENSG00000214796	q32.1
ENSG00000231671	p21.2
ENSG00000264443	p36.11
ENSG00000234601	q43
ENSG00000215805	q43
ENSG00000217327	q43
ENSG00000134250	p12
ENSG00000232791	p13.3
ENSG00000234996	q32.1
ENSG00000243113	q32.1
ENSG00000183155	q32.1
ENSG00000081277	q32.1
ENSG00000226814	q31.2
ENSG00000234219	q32.2
ENSG00000117602	p36.11
ENSG00000230679	p36.23
ENSG00000187140	p31.3
ENSG00000116741	q31.2
ENSG00000014914	q21.2
ENSG00000236779	q32.1
ENSG00000169991	p36.13
ENSG00000272141	p36.33
ENSG00000230798	p31.3
ENSG00000182118	q42.2
ENSG00000143297	q23.1
ENSG00000198830	p36.11
ENSG00000142765	p36.11
ENSG00000223562	q32.2
ENSG00000237213	q31.2
ENSG00000053371	p36.13
ENSG00000117153	q32.1
ENSG00000143740	q42.13
ENSG00000232846	p32.3
ENSG00000227240	q31.3
ENSG00000233057	q31.3
ENSG00000231714	q31.3
ENSG00000122435	p21.2
ENSG00000203469	p36.22
ENSG00000142655	p36.22
ENSG00000162419	p35.3
ENSG00000228167	q31.3
ENSG00000227421	q31.3
ENSG00000204624	p36.22
ENSG00000241547	p36.11
ENSG00000117305	p36.11
ENSG00000226986	q32.2
ENSG00000137975	p22.3
ENSG00000178922	p34.2
ENSG00000177888	q31.3
ENSG00000117335	q32.2
ENSG00000198625	q32.1
ENSG00000261135	p36.13
ENSG00000160781	q22
ENSG00000279132	p36.13
ENSG00000226889	q23.3
ENSG00000132688	q23.1
ENSG00000237588	q23.1
ENSG00000233653	p36.33
ENSG00000236743	p36.33
ENSG00000269732	p36.33
ENSG00000236601	p36.33
ENSG00000227934	q42.2
ENSG00000229595	q42.2
ENSG00000235710	q42.2
ENSG00000119283	q42.2
ENSG00000205231	p36.33
ENSG00000162571	p36.33
ENSG00000235045	p13.3
ENSG00000224813	p36.33
ENSG00000234871	q31.2
ENSG00000237094	p36.33
ENSG00000234473	q31.2
ENSG00000168765	p13.3
ENSG00000226029	p36.13
ENSG00000250719	p34.1
ENSG00000260246	p13.3
ENSG00000260920	p34.2
ENSG00000226957	p34.1
ENSG00000143032	p22.2
ENSG00000227857	p34.1
ENSG00000279667	p34.2
ENSG00000278139	p34.1
ENSG00000080947	p36.13
ENSG00000158764	q23.3
ENSG00000134184	p13.3
ENSG00000233114	p34.1
ENSG00000160087	p36.33
ENSG00000134375	q32.1
ENSG00000278566	p36.33
ENSG00000232188	q23.3
ENSG00000198358	q23.3
ENSG00000233691	q23.3
ENSG00000187815	p34.2
ENSG00000233519	q43
ENSG00000143341	q25.3
ENSG00000238287	p34.2
ENSG00000186306	q23.1
ENSG00000117475	q24.2
ENSG00000225750	p35.3
ENSG00000204480	p36.21
ENSG00000169231	q22
ENSG00000226970	p31.1
ENSG00000213366	p13.3
ENSG00000234283	q21.2
ENSG00000228626	q21.2
ENSG00000185668	p34.3
ENSG00000231196	q21.2
ENSG00000158055	p36.11
ENSG00000250575	p36.33
ENSG00000244252	q21.2
ENSG00000238107	q21.2
ENSG00000233271	p32.3
ENSG00000235988	q21.2
ENSG00000272235	p36.32
ENSG00000279839	p36.32
ENSG00000143001	p32.3
ENSG00000134716	p32.1
ENSG00000224481	q21.2
ENSG00000229786	p36.11
ENSG00000175262	p36.22
ENSG00000232393	p22.2
ENSG00000116288	p36.23
ENSG00000155816	q43
ENSG00000230280	q32.1
ENSG00000204479	p36.21
ENSG00000228140	p36.21
ENSG00000157330	p36.21
ENSG00000226715	p21.2
ENSG00000183298	p21.2
ENSG00000270040	p34.3
ENSG00000238003	q32.1
ENSG00000233735	q43
ENSG00000225122	q23.3
ENSG00000158793	q23.3
ENSG00000237349	p13.3
ENSG00000232499	p13.2
ENSG00000223694	q43
ENSG00000244716	p13.3
ENSG00000228818	q43
ENSG00000228289	q23.3
ENSG00000228665	p13.3
ENSG00000225719	q23.3
ENSG00000230114	p33
ENSG00000162373	p33
ENSG00000085433	p13.3
ENSG00000160716	q21.3
ENSG00000233875	q21.3
ENSG00000215887	p33
ENSG00000116922	p34.3
ENSG00000162711	q44
ENSG00000134668	p35.2
ENSG00000272824	q21.2
ENSG00000204478	p36.21
ENSG00000228121	p32.1
ENSG00000162699	p21.1
ENSG00000230812	p32.1
ENSG00000271277	p21.1
ENSG00000213070	q23.3
ENSG00000230005	q42.13
ENSG00000224359	q43
ENSG00000197056	p34.3
ENSG00000237352	p32.1
ENSG00000143621	q21.3
ENSG00000235215	p32.1
ENSG00000118733	p21.1
ENSG00000241042	p32.1
ENSG00000235927	p31.1
ENSG00000162399	p32.3
ENSG00000185888	q42.13
ENSG00000231440	q43
ENSG00000180875	q43
ENSG00000226014	q43
ENSG00000228844	q43
ENSG00000234872	q43
ENSG00000054267	q42.3
ENSG00000198758	p13.3
ENSG00000230015	q43
ENSG00000226919	q43
ENSG00000233595	p33
ENSG00000223963	q43
ENSG00000225623	p33
ENSG00000229846	p33
ENSG00000279324	p33
ENSG00000237478	p33
ENSG00000143816	q42.13
ENSG00000237861	q31.3
ENSG00000231468	p35.3
ENSG00000127603	p34.3
ENSG00000242125	p35.3
ENSG00000186094	p33
ENSG00000160741	q21.3
ENSG00000162723	q23.2
ENSG00000131779	q21.1
ENSG00000224600	q24.3
ENSG00000213540	p31.1
ENSG00000236994	q42.12
ENSG00000275406	q42.12
ENSG00000271164	p34.3
ENSG00000280133	p34.3
ENSG00000215845	q23.3
ENSG00000271917	q23.3
ENSG00000269887	q23.3
ENSG00000233693	q23.3
ENSG00000171729	p36.21
ENSG00000198216	q25.3
ENSG00000185630	q23.3
ENSG00000241720	p13.3
ENSG00000127472	p36.13
ENSG00000159346	q32.1
ENSG00000235112	p36.12
ENSG00000236073	p36.12
ENSG00000213033	q41
ENSG00000270585	q41
ENSG00000218283	q41
ENSG00000227416	p34.3
ENSG00000281041	p32.1
ENSG00000229943	p31.1
ENSG00000230318	q41
ENSG00000232883	q41
ENSG00000134201	p13.3
ENSG00000226927	q41
ENSG00000260505	q41
ENSG00000235163	q41
ENSG00000273478	q32.1
ENSG00000224609	p32.1
ENSG00000234863	q41
ENSG00000235015	q21.3
ENSG00000233003	q42.13
ENSG00000226226	q41
ENSG00000261213	p31.1
ENSG00000231529	q41
ENSG00000228453	p13.1
ENSG00000213190	q21.3
ENSG00000116691	p36.22
ENSG00000163435	q32.1
ENSG00000162604	p31.3
ENSG00000143320	q23.1
ENSG00000143194	q24.1
ENSG00000274886	q42.13
ENSG00000154342	q42.13
ENSG00000224149	p31.1
ENSG00000162624	p31.1
ENSG00000162591	p36.32
ENSG00000158828	p36.12
ENSG00000180708	q23.1
ENSG00000203758	q23.1
ENSG00000117859	p32.3
ENSG00000236257	q23.1
ENSG00000173285	q23.1
ENSG00000224348	q43
ENSG00000215802	q43
ENSG00000236656	q23.1
ENSG00000198703	q23.1
ENSG00000198965	q23.1
ENSG00000235575	q24.2
ENSG00000197959	q24.3
ENSG00000143153	q24.2
ENSG00000233894	p31.1
ENSG00000116783	p31.1
ENSG00000233072	p36.12
ENSG00000162520	p35.1
ENSG00000223356	q23.1
ENSG00000187862	q22
ENSG00000259961	p36.21
ENSG00000134242	p13.2
ENSG00000085840	p32.3
ENSG00000162494	p36.21
ENSG00000143443	q21.3
ENSG00000270149	q23.3
ENSG00000234379	p34.1
ENSG00000121769	p35.2
ENSG00000229742	q42.11
ENSG00000009780	p35.3
ENSG00000182901	q43
ENSG00000162614	p31.1
ENSG00000224127	p31.1
ENSG00000229911	p12
ENSG00000142623	p36.13
ENSG00000230703	p36.11
ENSG00000225315	p36.11
ENSG00000239670	p35.1
ENSG00000236065	p35.1
ENSG00000092607	p12
ENSG00000225871	q21.2
ENSG00000188290	p36.33
ENSG00000143553	q21.3
ENSG00000231551	q21.2
ENSG00000225891	p36.11
ENSG00000223583	p36.11
ENSG00000011009	p36.11
ENSG00000214812	p35.3
ENSG00000117682	p36.11
ENSG00000004455	p35.1
ENSG00000142949	p34.2
ENSG00000179002	p36.13
ENSG00000255275	p36.13
ENSG00000183431	p34.3
ENSG00000276255	q42.13
ENSG00000227994	p34.1
ENSG00000229985	p36.11
ENSG00000214973	p36.11
ENSG00000259832	p33
ENSG00000274020	q21.2
ENSG00000225159	p36.11
ENSG00000237101	q42.11
ENSG00000236334	q21.2
ENSG00000197622	q21.3
ENSG00000236045	p36.21
ENSG00000142864	p31.3
ENSG00000224691	q31.1
ENSG00000143799	q42.12
ENSG00000233728	p34.3
ENSG00000142621	p36.21
ENSG00000185090	p34.3
ENSG00000261196	p33
ENSG00000234318	p31.3
ENSG00000237163	p31.3
ENSG00000229537	p31.3
ENSG00000259984	p36.11
ENSG00000261349	p36.11
ENSG00000263961	q32.1
ENSG00000183726	p36.11
ENSG00000223489	p13.1
ENSG00000226172	p12
ENSG00000198049	q32.1
ENSG00000239216	p12
ENSG00000158769	q23.3
ENSG00000226780	q32.1
ENSG00000225483	q32.1
ENSG00000236889	q32.1
ENSG00000160710	q21.3
ENSG00000272691	p22.3
ENSG00000227056	p12
ENSG00000233129	p22.1
ENSG00000233012	q41
ENSG00000134258	p12
ENSG00000117625	q32.2
ENSG00000143771	q42.11
ENSG00000229570	p12
ENSG00000117115	p36.13
ENSG00000090432	p36.12
ENSG00000116141	q41
ENSG00000116863	p34.3
ENSG00000158022	p36.11
ENSG00000242252	q22
ENSG00000233593	p22.2
ENSG00000159348	q32.1
ENSG00000004487	p36.12
ENSG00000225990	p36.11
ENSG00000235358	p34.2
ENSG00000142669	p36.11
ENSG00000142634	p36.21
ENSG00000177535	q44
ENSG00000203664	q44
ENSG00000231905	q25.2
ENSG00000237950	p34.1
ENSG00000143398	q21.3
ENSG00000231564	q25.2
ENSG00000225711	q25.2
ENSG00000159423	p36.13
ENSG00000224259	q23.2
ENSG00000273933	q23.2
ENSG00000164002	p34.2
ENSG00000237409	q23.2
ENSG00000260766	q23.2
ENSG00000143315	q23.2
ENSG00000215520	p36.12
ENSG00000225279	q23.2
ENSG00000143603	q21.3
ENSG00000272078	p36.22
ENSG00000271329	p34.1
ENSG00000130940	p36.22
ENSG00000131788	q21.1
ENSG00000177807	q23.2
ENSG00000142609	p36.33
ENSG00000160075	p36.33
ENSG00000168509	q21.1
ENSG00000132677	q22
ENSG00000049249	p36.23
ENSG00000116690	q31.1
ENSG00000253313	p34.2
ENSG00000224965	p13.3
ENSG00000173171	q22
ENSG00000152760	p31.3
ENSG00000143761	q42.13
